order,source,author.ID,name,variant.name,author.name,author.abbrev,standard.name,full.name,geog.author,geog.collector,family,family.obs,full.name1,tdwg.name,last.name,finger.print,family1,obs
1773,huh,75795,"Bartelletti, Veturia",Veturia Bartelletti,Bartelletti,Bartell.,Bartelletti,"Bartelletti, Veturia",Italy,NA,Ochnaceae,NA,Veturia Bartelletti,"Bartelletti, V.",bartelletti,abeeillrtttv,[author note: Ochnaceae],
1774,huh,34561,"Sastre, Claude Henri LÇon",Claude Henri Leon Sastre,Sastre,Sastre,C. H. L. Sastre,"Sastre, Claude Henri LÇon",France,Brazil; Cuba; France; Haiti; Jamaica; Martinique; Venezuela,Ochnaceae,NA,Claude Henri LÈon Sastre,"Sastre, C.H.L.",sastre,acehlrsst,"[author note: Ochnaceae; flora of South America, West Indies, and Guianas] [collector note: Ochnaceae; [often col. with Sastre, France (1941-x) (Mrs. C. H. L. Sastre, nÇe Douvillez)]]",
1775,huh,97855,"Danehy, Daniel R.",Daniel R. Danehy,Danehy,Danehy,D. R. Danehy,"Danehy, Daniel R.",USA,NA,Ochnaceae,NA,Daniel R. Danehy,"Danehy, D.R.",danehy,addehnry,"Example of Name Published: Rhabdophyllites Danehy, Wilf & S. A. Little, Palaeontologia Electronica 10(3.17A): 10. 2007 (fossil Ochnaceae)",
1776,huh,78511,"Lescure, Jean-Paul",Jean-Paul Lescure,J. Lescure,J. Lescure,J. Lescure,"Lescure, Jean-Paul",France,NA,Ochnaceae,NA,Jean-Paul Lescure,"Lescure, J.",lescure,ceejlrsu,[author note: Ochnaceae (Elvasia)],
1777,huh,34457,"Yamamoto, Kikyo",Kikyo Yamamoto,K. Yamamoto,K. Yamam.,Kik. Yamamoto,"Yamamoto, Kikyo",Brazil,Brazil,Ochnaceae,NA,Kikyo Yamamoto,"Yamamoto, K.",yamamoto,aakmmooty,[author note: UEC; Ochnaceae; Vochysiaceae] [collector note: UEC],
1778,huh,97854,"Little, Stefan A.",Stefan A. Little,S. A. Little,S.A.Little,S. A. Little,"Little, Stefan A.",USA,NA,Ochnaceae,NA,Stefan A. Little,"Little, S.A.",little,aeillstt,"Example of Name Published: Rhabdophyllites Danehy, Wilf & S. A. Little, Palaeontologia Electronica 10(3.17A): 10. 2007 (fossil Ochnaceae)",
1779,huh,97856,"Wilf, Peter",Peter Wilf,Wilf,Wilf,P. Wilf,"Wilf, Peter",USA,NA,Ochnaceae,NA,Peter Wilf,"Wilf, P.",wilf,filpw,"Example of Name Published: Rhabdophyllites Danehy, Wilf & S. A. Little, Palaeontologia Electronica 10(3.17A): 10. 2007 (fossil Ochnaceae)",
1780,huh,14227,"Bastos, Antonia Rangel",Antonia Rangel Bastos,Bastos,Bastos,A. R. Bastos,"Bastos, Antonia Rangel",Brazil,Brazil,Olacaceae,NA,Antonia Rangel Bastos,"Bastos, A.R.",bastos,aaborsst,"[author note: RB; Olacaceae, Styracaceae] [collector note: RB]",
1781,huh,61035,"Davis, Jerold I.",Jerry I. Davis,J. I. Davis,J. I. Davis,J. I. Davis,"Davis, Jerold I.",USA,NA,Poaceae,NA,Jerold I. Davis,"Davis, J.I.",davis,adiijsv,"[author note: BH: Poaceae, Phytolacaceae]",
1782,huh,77032,"Jorgensen, Peter Moller",Peter Moller Jorgensen,P. Jorgensen,P. Jorg.,Peter M. Jorgensen,"Jorgensen, Peter Moller",Denmark; Ecuador; USA,Bolivia; Ecuador,Passifloraceae,NA,Peter Moller Jorgensen,"Jorgensen, P.M.",jorgensen,eegjmnnoprs,"Example of Name Published: Mutisia magnifica C. Ulloa & P. Jorgensen, Novon 6(1): 131. 1996. Ph.D., Aarhus University (Denmark), 1993; M.S., Aarhus University (Denmark), 1985. Research: # Neotropical floristics and conservation; Passifloraceae, Olacaceae and Santalaceae; Catalogue of Bolivian Vascular Plants [collector note: AAU, GB, LPB, MO, NY, QCA, QCNE (+ several other herbaria)]",
1783,huh,31690,"Chang, Mei-chen",Mei Chen Chang,M. C. Chang,M. C. Chang,M. C. Chang,"Chang, Mei-chen",China,China,Dioscoreaceae,NA,Mei-chen Chang,"Chang, M.",chang,acghmn,"[author note: SHM; Dioscoreaceae, Oleaceae, Clematis of China] [collector note: SHM]",
1784,huh,31690,"Chang, Mei-chen",Mei Chen Chang,M. C. Chang,M. C. Chang,M. C. Chang,"Chang, Mei-chen",China,China,Dioscoreaceae,NA,Mei-chen Chang,"Chang, M.C.",chang,accghmn,"[author note: SHM; Dioscoreaceae, Oleaceae, Clematis of China] [collector note: SHM]",
1785,huh,88966,"Wallander, Eva",Eva Wallander,Wallander,Wallander,E. Wallander,"Wallander, Eva",NA,NA,Oleaceae,NA,Eva Wallander,"Wallander, E.",wallander,aadeellnrw,Example of Name Published: Oleaceae subtrib. Fraxininae (Vest) Wallander & V. A. Albert in Amer. J. Bot. 87(12): 1841. 2000.,
1786,huh,37046,"Green, Peter Shaw",Peter S. Green,P. S. Green,P. S. Green,P. S. Green,"Green, Peter Shaw",USA,Australia (Country); New Caledonia,Oleaceae,NA,Peter Shaw Green,"Green, P.S.",green,eegnprs,"[author note: Herbarium and types: A, K. Oleaceae] [collector note: K; Lord Howe Island 1963]",
1787,huh,7866,"Kapoor, S. L.",S. L. Kapoor,S. L. Kapoor,S. L. Kapoor,S. L. Kapoor,"Kapoor, S. L.",India,India,Oleaceae,NA,S. L. Kapoor,"Kapoor, S.L.",kapoor,aklooprs,"[author note: LWG; Floristics, taxonomy, and phytogeography of Clematis and Oleaceae; cuticular studies; economic botany; Indian herbal drugs] [collector note: LWG]",
1788,huh,72297,"Zhuo, Li-Huan",Li-Huan Zhuo,L. H. Zhuo,L. H. Zhuo,L. H. Zhuo,"Zhuo, Li-Huan",China,NA,Oleaceae,NA,Li-Huan Zhuo,"Zhuo, L.",zhuo,hlouz,[author note: NEFI; Oleaceae (Syringa)],
1789,huh,63392,"McDonald, William J.",William J. McDonald,W. J. McDonald,W. J. McDonald,W. J. McDonald,"McDonald, William J.",Australia (Country),Australia (Country),Oleaceae,NA,William J. McDonald,"Mcdonald, W.J.",mcdonald,acddjlmnow,"[author note: BRI; Oleaceae, Rare & Endangered Native Plants, Rainforest Ecology] [collector note: Queensland; A, BRI (orig.)]",
1790,huh,113762,"Strunecky, Otakar",Otakar Strunecky,Strunecky,Strunecky,O. Strunecky,"Strunecky, Otakar",NA,NA,Microcoleaceae,Cyanobacteria,Otakar Strunecky,"Strunecky, O.",strunecky,ceknorstuy,"Example of Name Published: Microcoleaceae Struneck?, J. R. Johansen & Kom†rek, J. Phycol. 49: 1176. 2013",
1791,huh,45276,"Srivastava, Sunil Kumar","Srivastava, S. K.",S. K. Srivastava,S. K. Srivast.,S. K. Srivastava,"Srivastava, Sunil Kumar",India,India,Oleaceae,NA,Sunil Kumar Srivastava,"Srivastava, S.K.",srivastava,aaaikrssstvv,"[author note: Tax. Indian Oleaceae, Ischaemum; Floristics of And. & Nic. Islands, Madhya Pradesh, Himachal Pradesh, Ladakh in Jammu & Kashmir for Fl. Cold Desert, Wetlands of Himachal Pradesh; Conservat. & Ethnobot.] [collector note: Meghalaya, Arunachal Pradesh, Andaman & Nicobar Islands, Madhya Pradesh, Uttar Pradesh, Himachal Pradesh & Ladakh in Jammu & Kshmir: ASSAM, CDRI, PBL, BSA, BSD]",
1792,huh,16642,"Oredsson, Alf",Alf Oredsson,Oredsson,Oredsson,A. Oredsson,"Oredsson, Alf",Sweden,Sweden,Rosaceae,NA,Alf Oredsson,"Oredsson, A.",oredsson,adenoorss,"[author note: LD: Rubus, Rosaceae, Epilobium, Onagraceae, frequency mapping] [collector note: LD]",
1793,huh,1532,"Berry, Paul Edward","Berry, P. E.",P. E. Berry,P. E. Berry,P. E. Berry,"Berry, Paul Edward",USA; Venezuela,Argentina; Bolivia; Brazil; Colombia; Cuba; Dominican Republic; Ecuador; Peru; USA; Venezuela,Onagraceae,Fuchsia,Paul Edward Berry,"Berry, P.E.",berry,beeprry,"[author note: MO, VEN: Onagraceae (Fuchsia), Croton, Rapataceae, flora of Venezuelan Guayana] [collector note: COL, MO, MYF, TFAV, VEN, WIS]",
1794,huh,26408,"Gregory, David Palache",David P. Gregory,D. P. Gregory,D. P. Greg.,D. P. Gregory,"Gregory, David Palache",USA,USA,Onagraceae,NA,David Palache Gregory,"Gregory, D.P.",gregory,deggoprry,"[author note: KESC, RSA (orig): Onagraceae (Gaura)] [collector note: RSA]",
1795,huh,80038,"Parnell, Dennis Richard",Dennis Richard Parnell,D. R. Parnell,D.R.Parn.,D. R. Parnell,"Parnell, Dennis Richard",USA,NA,Onagraceae,NA,Dennis Richard Parnell,"Parnell, D.R.",parnell,adellnprr,"[author note: HAY: Systematics and evolution of Onagraceae] Example of Name Published: Clarkia jolonensis D. R. Parnell, Madro§o 20: 322. 1970",
1796,huh,19946,"Vasek, Frank Charles",Frank Charles Vasek,Vasek,Vasek,F. C. Vasek,"Vasek, Frank Charles",USA,USA,Onagraceae,NA,Frank Charles Vasek,"Vasek, F.C.",vasek,acefksv,"[author note: Herbarium and types: UCR. Onagraceae (Clarkia), Juniperus, vegetation of California] [collector note: UCR]",
1797,huh,12851,"Lewis, Frank Harlan",Frank Harlan Lewis,F. H. Lewis,F. H. Lewis,F. H. Lewis,"Lewis, Frank Harlan",USA,USA,Onagraceae,NA,Frank Harlan Lewis,"Lewis, F.H.",lewis,efhilsw,Example of Name Published: Gayophytum oligospermum in Brittonia 16: 375. 1964. Education: A.A. degree (1939; San Bernardino Valley College); M.A. (1942; UCLA); Ph.D. (1946; first Ph.D. in botany at UCLA). [author note: Onagraceae; LA] [collector note: LA],
1798,huh,16378,"Straley, Gerald Bane",Gerald B. Straley,Straley,Straley,G. B. Straley,"Straley, Gerald Bane",Canada; USA,Canada; USA,Onagraceae,NA,Gerald Bane Straley,"Straley, G.B.",straley,abeglrsty,"[author note: UBC; Onagraceae (Oenothera), Flora North America] [collector note: UBC]",
1799,huh,36152,"Towner, Howard Frost",Howard Frost Towner,Towner,Towner,H. F. Towner,"Towner, Howard Frost",USA,USA,Onagraceae,NA,Howard Frost Towner,"Towner, H.F.",towner,efhnortw,[author note: Onagraceae] [collector note: Texas: DS],
1800,huh,65185,"Hoch, Peter Coonan",Peter Coonan Hoch,Hoch,Hoch,P. C. Hoch,"Hoch, Peter Coonan",USA,USA,Onagraceae,NA,Peter Coonan Hoch,"Hoch, P.C.",hoch,cchhop,[author note: Herbarium and types: MO. Onagraceae (esp. Epilobium)] [collector note: MO],
1801,huh,81370,"Holsinger, Kent Eugene",Kent Eugene Holsinger,K. E. Holsinger,K. E. Hols.,K. E. Holsinger,"Holsinger, Kent Eugene",USA,NA,Onagraceae,Clarkia,Kent Eugene Holsinger,"Holsinger, K.E.",holsinger,eeghiklnors,[author note: CONN: Onagraceae],
1802,huh,24505,"Klein, William McKinley",William McKinley Klein,W. M. Klein,W. M. Klein,W. M. Klein,"Klein, William McKinley",USA,USA,Onagraceae,NA,William McKinley Klein,"Klein, W.M.",klein,eiklmnw,"[author note: MOAR: Taxonomy and cytogenetics of Onagraceae] [collector note: FTG, MO, MOAR]",
1803,huh,462,"Raven, Peter Hamilton",Peter Hamilton Raven,P. H. Raven,P. H. Raven,P. H. Raven,"Raven, Peter Hamilton",New Zealand; USA,New Zealand; USA,Onagraceae,NA,Peter Hamilton Raven,"Raven, P.H.",raven,aehnprv,"[author note: MO; director Missouri Bot. Gard., 1972-; Onagraceae] [collector note: Western North America: DS, Arizona: NY, California: C, CAS, DAO, DPU, JEPS, NMW, NY, RSA, US, Costa Rica: CR, MO, Nevada: DAO (col. 1953, 1964), Oregon: CAS, JEPS, United States: GB (col. 1950-57); important collection: MO]",
1804,huh,32361,"Fernandez Perez, Alvaro",Alvaro Fern†ndez-Perez,A. Fern†ndez,A. Fern†ndez,A. Fern†ndez PÇrez,"Fernandez Perez, Alvaro",Colombia,Colombia,Violaceae,NA,Alvaro Fernandez Perez,"Perez, A.F.",perez,aeefprz,"[author note: Herbarium and types: COL; additional material at MO] [collector note: Violaceae, Orchidaceae; COL]",
1805,huh,32361,"Fernandez Perez, Alvaro",Alvaro Fern†ndez-Perez,A. Fern†ndez,A. Fern†ndez,A. Fern†ndez PÇrez,"Fernandez Perez, Alvaro",Colombia,Colombia,Violaceae,NA,Alvaro Fernandez Perez,"Fernandez-Perez, A.",fernandez-perez,aadeeeefnnprrzz,"[author note: Herbarium and types: COL; additional material at MO] [collector note: Violaceae, Orchidaceae; COL]",
1806,huh,67190,"Guenard, Annette",Annette Guenard,A. Guenard,A. Guenard,A. Guenard,"Guenard, Annette",USA,NA,Orchidaceae,NA,Annette Guenard,"Guenard, A.",guenard,aadegnru,[author note: Orchidaceae],
1807,huh,82228,"Toscano, Antonio Luiz Vieira","Vieira Toscano de Brito, Antonio Luiz",Toscano,Toscano,A. L. V. Toscano,"Toscano, Antonio Luiz Vieira",Brazil,Brazil,Orchidaceae,NA,Antonio Luiz Vieira Toscano,"Toscano, A.L.V.",toscano,aaclnoostv,"Example of Name Published: Zygopetalum pabstii Toscano in Bradea 3(15): 115. 1980. [author note: HB; Orchidaceae] [collector note: HB, HUEFS]",
1808,huh,82228,"Toscano, Antonio Luiz Vieira","Vieira Toscano de Brito, Antonio Luiz",Toscano,Toscano,A. L. V. Toscano,"Toscano, Antonio Luiz Vieira",Brazil,Brazil,Orchidaceae,NA,Antonio Luiz Vieira Toscano,"Vieira Toscano De Brito, A.L.",brito,aaabcdeeiiilnooorrsttv,"Example of Name Published: Zygopetalum pabstii Toscano in Bradea 3(15): 115. 1980. [author note: HB; Orchidaceae] [collector note: HB, HUEFS]",
1809,huh,12849,"Lafontaine, Andre",Andre Lafontaine,Lafontaine,Lafontaine,A. Lafontaine,"Lafontaine, Andre",NA,French Guiana,Orchidaceae,NA,Andre Lafontaine,"Lafontaine, A.",lafontaine,aaaefilnnot,[author note: Orchidaceae] [collector note: HEID],
1810,huh,43559,"Navarro, Ariel V.",Ariel V. Navarro,A. Navarro,A. Navarro,Ariel V. Navarro,"Navarro, Ariel V.",Mexico,Mexico,Orchidaceae,NA,Ariel V. Navarro,"Navarro, A.V.",navarro,aaanorrvv,[author note: Orchidaceae] [collector note: AMO],
1811,huh,38464,"Ruschi, Augusto",Augusto Ruschi,Ruschi,Ruschi,A. Ruschi,"Ruschi, Augusto",Brazil,Brazil,Orchidaceae,NA,Augusto Ruschi,"Ruschi, A.",ruschi,achirsu,"[author note: Orchidaceae] [collector note: Ornithologist, Orchids; SP]",
1812,huh,19827,"Scrugli, Antonio",Antonio Scrugli,Scrugli,Scrugli,A. Scrugli,"Scrugli, Antonio",Italy,Italy,Orchidaceae,NA,Antonio Scrugli,"Scrugli, A.",scrugli,acgilrsu,[author note: Italian Orchidaceae] [collector note: CAG],
1813,huh,73373,"Hall, Anthony Vincent",Anthony Vincent Hall,A. V. Hall,A. V. Hall,A. V. Hall,"Hall, Anthony Vincent",South Africa,NA,Orchidaceae,NA,Anthony Vincent Hall,"Hall, A.V.",hall,aahllv,[author note: BOL: Orchidaceae; Bruniaceae],
1814,huh,6354,"Ackerman, James David",James David Ackerman,Ackerman,Ackerman,J. D. Ackerman,"Ackerman, James David",USA,Colombia; Puerto Rico; USA,Orchidaceae,NA,James David Ackerman,"Ackerman, J.D.",ackerman,aacdejkmnr,[author note: UPR: Orchidaceae ecology and systematics] [collector note: UPRRP] Example of Name Published: Piperia candida Rand.Morgan & Ackerman in Lindleyana 5(4): 207. 1990,
1815,huh,28246,"Adams, Bryan Roger",Bryan Roger Adams,B. R. Adams,B. R. Adams,B. R. Adams,"Adams, Bryan Roger",USA; Zimbabwe,Belize; USA; Zimbabwe,Orchidaceae,NA,Bryan Roger Adams,"Adams, B.R.",adams,aabdmrs,"[author note: Herbarium and types: K, WIS. Orchidaceae] [collector note: K, WIS]",
1816,huh,5550,"Adams, Ralph M.","Adams, R. M.",R. M. Adams,R.M.Adams,Ralph M. Adams,"Adams, Ralph M.",USA,Ecuador; USA,Orchidaceae,NA,Ralph M. Adams,"Adams, R.M.",adams,aadmmrs,"[author note: Orchidaceae] [collector note: col. with C. H. Dodson & N. H. Williams: SEL; col. with R. P. Sauleda, P. H. Adams & D. S. Correll: AMES, K, NY, SEL, US]",
1817,huh,42401,"Aguirre-Olavarrieta, Ignacio","Aguirre-Olavarrieta, I.",Aguirre-Olavarrieta,Aguirre-Olav.,I. Aguirre-Olavarrieta,"Aguirre-Olavarrieta, Ignacio",Mexico,Mexico,Orchidaceae,NA,Ignacio Aguirre-Olavarrieta,"Aguirre-Olavarrieta, I.",aguirre-olavarrieta,aaaaeegiiilorrrrtuv,[author note: Orchidaceae] [collector note: AMO],
1818,huh,75872,"Albert, Victor A.",Victor A. Albert,V. A. Albert,V. A. Albert,V. A. Albert,"Albert, Victor A.",USA,NA,Orchidaceae,NA,Victor A. Albert,"Albert, V.A.",albert,aabelrtv,"[author note: NCU, NY, UNA; Orchidaceae]",
1819,huh,60309,"Cocucci, Alfredo Elio",Alfredo Elio Cocucci,Cocucci,Cocucci,Cocucci,"Cocucci, Alfredo Elio",Argentina,NA,Orchidaceae,NA,Alfredo Elio Cocucci,"Cocucci, A.E.",cocucci,acccceiou,"[author note: CORD; Orchidaceae, Polygonaceae]",
1820,huh,73102,"Allison, David",David Allison,D. Allison,D. Allison,D. Allison,"Allison, David",USA,NA,Orchidaceae,NA,David Allison,"Allison, D.",allison,adillnos,[author note: Orchidaceae],
1821,huh,3054,"Alves, Ruy Jose Valka","Alves, R. J. V.",R. J. V. Alves,R. J. V. Alves,R. J. V. Alves,"Alves, Ruy Jose Valka",Brazil,Brazil; Czech Republic; Indonesia; Malaysia; Slovakia,Orchidaceae,NA,Ruy Jose Valka Alves,"Alves, R.J.V.",alves,aejlrsvv,"[author note: Mus. Nac./UFRJ, Rio de Janeiro; Phytogeogr., Phytocoenology of Savannic, montane & lithophytic habitats, primary succession on rock surfaces, Recovery and Management of vegetation on oceanic Islands; Tax. Neotrop. Orchidaceae & Velloziaceae; Herb.: R, RB, PR, PRC] [collector note: S. Trinity Island; R, RB, PR, PR]",
1822,huh,1688,"Ames, Oakes",Oakes Ames,Ames,Ames,O. Ames,"Ames, Oakes",USA,China; Cuba; Honduras; Panama; USA,Orchidaceae,NA,Oakes Ames,"Ames, O.",ames,aemos,"[author note: AMES; Orchidaceae] [collector note: Massachussetts, Florida; AMES, L, A, B, BM, NY, P]",
1823,huh,17104,"Ansari, Raghavan",Raghavan Ansari,R. Ansari,R.Ansari,R. Ansari,"Ansari, Raghavan",India,India,Eriocaulaceae,NA,Raghavan Ansari,"Ansari, R.",ansari,aainrrs,"[author note: MH; Floristics; Indian Eriocaulaceae; s. Indian Orchidaceae] [collector note: MH] Example of Name Published: Curcuma cannanorensis R.Ansari, V.J.Nair & N.C.Nair, Curr. Sci. 51(6): 293. 1982",
1824,huh,30426,"Asher, James H.",NA,NA,NA,NA,NA,NA,NA,Orchidaceae,NA,James H. Asher,"Asher, J.H.",asher,aehhjrs,"[author note: MSC: Paphiopedilum, Orchidaceae] [collector note: MSC] Example of Name Published: Paphiopedilum adductum Asher,",
1825,huh,39684,"Atwood, John T.",John T. Atwood,J. T. Atwood,J. T. Atwood,J. T. Atwood,"Atwood, John T.",USA,Costa Rica; Malaysia; Nicaragua; Panama; Philippines; USA,Orchidaceae,NA,John T. Atwood,"Atwood, J.T.",atwood,adjoottw,"[author note: SEL; Orchidaceae] [collector note: AMES, F, K, MO, SEL, US, VT]",
1826,huh,33222,"Averyanov, Leonid Vladimirovich","Averyanov, L. V. et alia",Averyanov,Aver.,L. V. Averyanov,"Averyanov, Leonid Vladimirovich",Russia,Russia; Vietnam,Orchidaceae,NA,Leonid Vladimirovich Averyanov,"Averyanov, L.V.",averyanov,aaelnorvvvy,"[author note: LE; Eurasian Orchidaceae] [collector note: col. at: AUU, LE, MO, P] Example of Name Published: Biermannia calcarata Averyanov in Bot. Zhurn. (Moscow & Leningrad) 73(3): 429. 1988 [Mar 1988]",
1827,huh,89373,"Bytebier, Benny",Benny Bytebier,Bytebier,Bytebier,B. Bytebier,"Bytebier, Benny",Africa,South Africa,Orchidaceae,Orchidoideae,Benny Bytebier,"Bytebier, B.",bytebier,bbbeeirty,"Example of Name Published: Disa linderiana Bytebier & E. G. H. Oliver (2007). Education: Licenciate in Biology, Free University of Brussels (VUB), 1984; Ph.D in Biochemistry, Stellenbosch University, 2007. Research: Taxonomy, phylogeny and biogeography of African Orchidaceae. Awards: Recipient of the 2009 ?Swiss Orchid Research Award? offered by the Swiss Orchid Foundation at the Herbarium Jany Renz (Basel). [collector note: Bews Herbarium]",
1828,huh,8122,"Corrias, Bruno",Bruno Corrias,Corrias,Corrias,B. Corrias,"Corrias, Bruno",Italy,Italy,Orchidaceae,NA,Bruno Corrias,"Corrias, B.",corrias,abciorrs,"[author note: Flora of Sardinia, Orchidaceae] [collector note: SS]",
1829,huh,38508,"Johansen, Bo",Bo Johansen,B. Johansen,B. Johans.,B. Johansen,"Johansen, Bo",Denmark,Malaysia,Orchidaceae,NA,Bo Johansen,"Johansen, B.",johansen,abehjnnos,"[author note: Orchidaceae] [collector note: col. with L. B. Pedersen; C, KEP, SAN, UMS]",
1830,huh,48544,"Barretto, Gloria D'Almada",Gloria D'Almada Barretto,Barretto,Barretto,G. D'A. Barretto,"Barretto, Gloria D'Almada",Hong Kong,Hong Kong,Orchidaceae,NA,Gloria D'Almada Barretto,"Barretto, G.D.",barretto,abdegorrtt,[author note: Herbarium and types: AMES. Orchidaceae] [collector note: AMES],
1831,huh,41684,"Barringer, Kerry A.",Kerry A. Barringer,Barringer,Barringer,K. A. Barringer,"Barringer, Kerry A.",USA,USA,Orchidaceae,NA,Kerry A. Barringer,"Barringer, K.A.",barringer,aabegiknrrr,[author note: Orchidaceae: BKL] [collector note: BKL],
1832,huh,38576,"Barros, Fabio de",F. Barros,F. Barros,F. Barros,F. de Barros,"Barros, Fabio de",Brazil,Brazil,Orchidaceae,NA,Fabio de Barros,"Barros, F.",barros,abforrs,[author note: Herbarium and types: SP. Orchidaceae] [collector note: SP],
1833,huh,805,"Bateman, James",James Bateman,Bateman,Bateman,J. Bateman,"Bateman, James",NA,Guyana,Orchidaceae,NA,James Bateman,"Bateman, J.",bateman,aabejmnt,"[author note: Herbarium and types: K; duplicates at W. Orchidaceae] [collector note: K, W]",
1834,huh,17338,"Behar, Moises",Moises BÇhar,BÇhar,BÇhar,M. BÇhar,"Behar, Moises",Guatemala,Guatemala,Orchidaceae,NA,Moises Behar,"Behar, M.",behar,abehmr,[author note: Orchidaceae] [collector note: Orchidaceae: MO],
1835,huh,23190,"Blanco, Mario Alberto","Blanco, Mario A.",M. A. Blanco,M. A. Blanco,M. A. Blanco,"Blanco, Mario Alberto",Costa Rica,Costa Rica; Ecuador; USA,Orchidaceae,NA,Mario Alberto Blanco,"Blanco, M.A.",blanco,aabclmno,"[author note: Inst. Centroamer. Invest. Biol. Conserv.; Univ. Florida; Orchidaceae, Aristolochiaceae] [collector note: CR, FLAS, QCA, SEL, USJ]",
1836,huh,38070,"Blaxell, Donald Frederick","Blaxell, D. F.",Blaxell,Blaxell,D. F. Blaxell,"Blaxell, Donald Frederick",Australia (Country),Australia (Country),Orchidaceae,NA,Donald Frederick Blaxell,"Blaxell, D.F.",blaxell,abdeflllx,"[author note: NSW: Eucalyptus, Orchidaceae] [collector note: NSW, PERTH]",
1837,huh,7494,"Bock, Irene",Irene Bock,I. Bock,I. Bock,I. Bock,"Bock, Irene",Germany,Germany,Orchidaceae,NA,Irene Bock,"Bock, I.",bock,bciko,"[author note: Orchidaceae] [collector note: HAL; Dr.-Hoefling-Weg 2, D-34311 Naumburg 1]",
1838,huh,37983,"Bostock, Peter Dundas",Peter Dundas Bostock,Bostock,Bostock,P. D. Bostock,"Bostock, Peter Dundas",Australia (Country),Australia (Country),Adiantaceae,NA,Peter Dundas Bostock,"Bostock, P.D.",bostock,bcdkoopst,"Example of Name Published: Adiantaceae Adiantum hispidulum Sw. var. whitei (Bailey) Bostock, Austrobaileya 2(4): 362. 1987. Research: BRI; Pteridophytes; Orchidaceae, Phaseolae subtribe Phaseolinae [collector note: BRI]",
1839,huh,83160,"Braas, Lothar Alfred",Lothar Alfred Braas,Braas,Braas,L. A. Braas,"Braas, Lothar Alfred",NA,NA,Orchidaceae,NA,Lothar Alfred Braas,"Braas, L.A.",braas,aaablrs,[Author: Type herbarium (Orchidaceae): M] Example of Name Published: Telipogon leila-alexandrae Braas in Orchidee (Hamburg) 36(2): 78. 1985,
1840,huh,7555,"Braga, Pedro Ivo Soares",Pedro Ivo Soares Braga,Braga,Braga,P. I. S. Braga,"Braga, Pedro Ivo Soares",Brazil,Brazil,Orchidaceae,NA,Pedro Ivo Soares Braga,"Braga, P.I.S.",braga,aabgiprs,[author note: BHCB; Orchidaceae] [collector note: BHCB] Example of Name Published: Rodriguezia sucrei Braga in Bradea 1(35): 357. 1973.,
1841,huh,10685,"Braun, Pierre Josef",Pierre Josef Braun,P. J. Braun,P. J. Braun,P. J. Braun,"Braun, Pierre Josef",Germany,Brazil; Germany,Orchidaceae,NA,Pierre Josef Braun,"Braun, P.J.",braun,abjnpru,"[author note: Orchidaceae, succulents: B, UFG, ZSS [Braun provided a portion of the data on 8 Dec 1999]] [collector note: B, K, UFG, ZSS]",
